bioguide,thomas,lis,govtrack,opensecrets,votesmart,fec,cspan,wikipedia,house_history,ballotpedia,maplight,icpsr,wikidata,google_entity_id,pictorial,first_name,middle_name,last_name,nickname,suffix,official_full_name,birthday,gender,term_type,term_start,term_end,state,district,senate_class,party,caucus,state_rank,url,address,phone,fax,contact_form,office,rss_url,how_appointed
F000254,,,404208,,,,,Martin A. Foran,13293,,,3263,Q1661951,kg:/m/02rm2cv,,Martin,Ambrose,Foran,,,,1844-11-11,M,rep,1883-12-03,1885-03-03,OH,21,,Democrat,,,,,,,,,,
F000254,,,404208,,,,,Martin A. Foran,13293,,,3263,Q1661951,kg:/m/02rm2cv,,Martin,Ambrose,Foran,,,,1844-11-11,M,rep,1885-12-07,1887-03-03,OH,21,,Democrat,,,,,,,,,,
F000254,,,404208,,,,,Martin A. Foran,13293,,,3263,Q1661951,kg:/m/02rm2cv,,Martin,Ambrose,Foran,,,,1844-11-11,M,rep,1887-12-05,1889-03-03,OH,21,,Democrat,,,,,,,,,,
F000376,,,404321,,,,,Carlos French,13445,,,3368,Q1042906,kg:/m/02q28mj,,Carlos,,French,,,,1835-08-06,M,rep,1887-12-05,1889-03-03,CT,2,,Democrat,,,,,,,,,,
F000414,,,404356,,,,,William E. Fuller,13493,,,3401,Q596010,kg:/m/02rk8c1,,William,Elijah,Fuller,,,,1846-03-30,M,rep,1885-12-07,1887-03-03,IA,4,,Republican,,,,,,,,,,
F000414,,,404356,,,,,William E. Fuller,13493,,,3401,Q596010,kg:/m/02rk8c1,,William,Elijah,Fuller,,,,1846-03-30,M,rep,1887-12-05,1889-03-03,IA,4,,Republican,,,,,,,,,,
G000009,,,404386,,,,,William E. Gaines,13577,,,3427,Q1477316,kg:/m/02vrpn8,,William,Embre,Gaines,,,,1844-08-30,M,rep,1887-12-05,1889-03-03,VA,4,,Republican,,,,,,,,,,
G000233,,,404595,,,,,Presley T. Glass,13859,,,3626,Q2108875,kg:/m/0dj2kp,,Presley,Thornton,Glass,,,,1824-10-18,M,rep,1885-12-07,1887-03-03,TN,9,,Democrat,,,,,,,,,,
G000233,,,404595,,,,,Presley T. Glass,13859,,,3626,Q2108875,kg:/m/0dj2kp,,Presley,Thornton,Glass,,,,1824-10-18,M,rep,1887-12-05,1889-03-03,TN,9,,Democrat,,,,,,,,,,
G000244,,,404606,,,,,John Milton Glover,13871,,,3635,Q1701111,kg:/m/02rz79k,,John,Milton,Glover,,,,1852-06-23,M,rep,1885-12-07,1887-03-03,MO,9,,Democrat,,,,,,,,,,
G000244,,,404606,,,,,John Milton Glover,13871,,,3635,Q1701111,kg:/m/02rz79k,,John,Milton,Glover,,,,1852-06-23,M,rep,1887-12-05,1889-03-03,MO,9,,Democrat,,,,,,,,,,
G000378,,,404729,,,,,Miles T. Granger,14040,,,3751,Q1349840,kg:/m/02rjxbq,,Miles,Tobey,Granger,,,,1817-08-12,M,rep,1887-12-05,1889-03-03,CT,4,,Democrat,,,,,,,,,,
G000433,,,404781,,,,,Edward W. Greenman,14113,,,3797,Q4068840,kg:/m/02rkp1q,,Edward,Whitford,Greenman,,,,1840-01-26,M,rep,1887-12-05,1889-03-03,NY,18,,Democrat,,,,,,,,,,
G000516,,,404861,,,,,Richard W. Guenther,14213,,,3869,Q215400,kg:/m/02ry143,,Richard,William,Guenther,,,,1845-11-30,M,rep,1881-12-05,1883-03-03,WI,6,,Republican,,,,,,,,,,
G000516,,,404861,,,,,Richard W. Guenther,14213,,,3869,Q215400,kg:/m/02ry143,,Richard,William,Guenther,,,,1845-11-30,M,rep,1883-12-03,1885-03-03,WI,6,,Republican,,,,,,,,,,
G000516,,,404861,,,,,Richard W. Guenther,14213,,,3869,Q215400,kg:/m/02ry143,,Richard,William,Guenther,,,,1845-11-30,M,rep,1885-12-07,1887-03-03,WI,6,,Republican,,,,,,,,,,
G000516,,,404861,,,,,Richard W. Guenther,14213,,,3869,Q215400,kg:/m/02ry143,,Richard,William,Guenther,,,,1845-11-30,M,rep,1887-12-05,1889-03-03,WI,2,,Republican,,,,,,,,,,
H000063,,,404948,,,,,Norman Hall (politician),14365,,,3949,Q7052314,kg:/m/0ksrt9,,Norman,,Hall,,,,1829-11-17,M,rep,1887-12-05,1889-03-03,PA,26,,Democrat,,,,,,,,,,
H000386,,,405254,,,,,Edward D. Hayden,14757,,,4228,Q1291997,kg:/m/02rhfl5,,Edward,Daniel,Hayden,,,,1833-12-27,M,rep,1885-12-07,1887-03-03,MA,5,,Republican,,,,,,,,,,
H000386,,,405254,,,,,Edward D. Hayden,14757,,,4228,Q1291997,kg:/m/02rhfl5,,Edward,Daniel,Hayden,,,,1833-12-27,M,rep,1887-12-05,1889-03-03,MA,5,,Republican,,,,,,,,,,
H000428,,,405294,,,,,George Hearst,,,,4266,Q561826,kg:/m/03ktg3,,George,,Hearst,,,,1820-09-03,M,sen,1886-01-01,1887-03-03,CA,,1,Democrat,,,,,,,,,,
H000428,,,405294,,,,,George Hearst,,,,4266,Q561826,kg:/m/03ktg3,,George,,Hearst,,,,1820-09-03,M,sen,1887-12-05,1891-12-31,CA,,1,Democrat,,,,,,,,,,
H000569,,,405431,,,,,John A. Hiestand,14990,,,4389,Q6219059,kg:/m/0ksy03,,John,Andrew,Hiestand,,,,1824-10-02,M,rep,1885-12-07,1887-03-03,PA,9,,Republican,,,,,,,,,,
H000569,,,405431,,,,,John A. Hiestand,14990,,,4389,Q6219059,kg:/m/0ksy03,,John,Andrew,Hiestand,,,,1824-10-02,M,rep,1887-12-05,1889-03-03,PA,9,,Republican,,,,,,,,,,
H000642,,,405497,,,,,George Hires,15077,,,4451,Q1507579,kg:/m/02x3gsb,,George,,Hires,,,,1835-01-26,M,rep,1885-12-07,1887-03-03,NJ,1,,Republican,,,,,,,,,,
H000642,,,405497,,,,,George Hires,15077,,,4451,Q1507579,kg:/m/02x3gsb,,George,,Hires,,,,1835-01-26,M,rep,1887-12-05,1889-03-03,NJ,1,,Republican,,,,,,,,,,
H000643,,,405498,,,,,Frank Hiscock,15079,,,4452,Q1443445,kg:/m/09wnqm,,Frank,,Hiscock,,,,1834-09-06,M,rep,1877-10-15,1879-03-03,NY,25,,Republican,,,,,,,,,,
H000643,,,405498,,,,,Frank Hiscock,15079,,,4452,Q1443445,kg:/m/09wnqm,,Frank,,Hiscock,,,,1834-09-06,M,rep,1879-03-18,1881-03-03,NY,25,,Republican,,,,,,,,,,
H000643,,,405498,,,,,Frank Hiscock,15079,,,4452,Q1443445,kg:/m/09wnqm,,Frank,,Hiscock,,,,1834-09-06,M,rep,1881-12-05,1883-03-03,NY,25,,Republican,,,,,,,,,,
H000643,,,405498,,,,,Frank Hiscock,15079,,,4452,Q1443445,kg:/m/09wnqm,,Frank,,Hiscock,,,,1834-09-06,M,rep,1883-12-03,1885-03-03,NY,25,,Republican,,,,,,,,,,
H000643,,,405498,,,,,Frank Hiscock,15079,,,4452,Q1443445,kg:/m/09wnqm,,Frank,,Hiscock,,,,1834-09-06,M,rep,1885-12-07,1887-03-03,NY,25,,Republican,,,,,,,,,,
H000643,,,405498,,,,,Frank Hiscock,15079,,,4452,Q1443445,kg:/m/09wnqm,,Frank,,Hiscock,,,,1834-09-06,M,sen,1887-12-05,1893-03-03,NY,,1,Republican,,,,,,,,,,
H000701,,,405554,,,,,Charles E. Hogg,15150,,,4504,Q1064209,kg:/m/03byq4v,,Charles,Edgar,Hogg,,,,1852-12-21,M,rep,1887-12-05,1889-03-03,WV,4,,Democrat,,,,,,,,,,
H000733,,,405584,,,,,Adoniram J. Holmes,15189,,,4530,Q366115,kg:/m/02rk713,,Adoniram,Judson,Holmes,,,,1842-03-02,M,rep,1883-12-03,1885-03-03,IA,10,,Republican,,,,,,,,,,
H000733,,,405584,,,,,Adoniram J. Holmes,15189,,,4530,Q366115,kg:/m/02rk713,,Adoniram,Judson,Holmes,,,,1842-03-02,M,rep,1885-12-07,1887-03-03,IA,10,,Republican,,,,,,,,,,
H000733,,,405584,,,,,Adoniram J. Holmes,15189,,,4530,Q366115,kg:/m/02rk713,,Adoniram,Judson,Holmes,,,,1842-03-02,M,rep,1887-12-05,1889-03-03,IA,10,,Republican,,,,,,,,,,
H000779,,,405629,,,,,Samuel I. Hopkins,15248,,,4572,Q1743713,kg:/m/02x401p,,Samuel,Isaac,Hopkins,,,,1843-12-12,M,rep,1887-12-05,1889-03-03,VA,6,,Union,,,,,,,,,,
H000782,,,405632,,,,,Stephen T. Hopkins,15251,,,4575,Q3736920,kg:/m/02rkwnh,,Stephen,Tyng,Hopkins,,,,1849-03-25,M,rep,1887-12-05,1889-03-03,NY,17,,Republican,,,,,,,,,,
H000833,,,405680,,,,,Alvin Peterson Hovey,15313,,,4621,Q449208,kg:/m/05hpml,,Alvin,Peterson,Hovey,,,,1821-09-06,M,rep,1887-12-05,1889-03-03,IN,1,,Republican,,,,,,,,,,
H000842,,,405689,,,,,Jonas G. Howard,15327,,,4629,Q1702944,kg:/m/02rkh05,,Jonas,George,Howard,,,,1825-05-22,M,rep,1885-12-07,1887-03-03,IN,3,,Democrat,,,,,,,,,,
H000842,,,405689,,,,,Jonas G. Howard,15327,,,4629,Q1702944,kg:/m/02rkh05,,Jonas,George,Howard,,,,1825-05-22,M,rep,1887-12-05,1889-03-03,IN,3,,Democrat,,,,,,,,,,
H000902,,,405748,,,,,Thomas R. Hudd,15399,,,4684,Q2426640,kg:/m/02vrq9_,,Thomas,Richard,Hudd,,,,1835-10-02,M,rep,1885-12-07,1887-03-03,WI,5,,Democrat,,,,,,,,,,
H000902,,,405748,,,,,Thomas R. Hudd,15399,,,4684,Q2426640,kg:/m/02vrq9_,,Thomas,Richard,Hudd,,,,1835-10-02,M,rep,1887-12-05,1889-03-03,WI,5,,Democrat,,,,,,,,,,
H001019,,,405856,,,,,John E. Hutton,15540,,,4783,Q1699888,kg:/m/02rz73q,,John,Edward,Hutton,,,,1828-03-28,M,rep,1885-12-07,1887-03-03,MO,7,,Democrat,,,,,,,,,,
H001019,,,405856,,,,,John E. Hutton,15540,,,4783,Q1699888,kg:/m/02rz73q,,John,Edward,Hutton,,,,1828-03-28,M,rep,1887-12-05,1889-03-03,MO,7,,Democrat,,,,,,,,,,
J000024,,,405930,,,,,Oscar L. Jackson,15720,,,4861,Q7106091,kg:/m/0ksxsk,,Oscar,Lawrence,Jackson,,,,1840-09-02,M,rep,1885-12-07,1887-03-03,PA,24,,Republican,,,,,,,,,,
J000024,,,405930,,,,,Oscar L. Jackson,15720,,,4861,Q7106091,kg:/m/0ksxsk,,Oscar,Lawrence,Jackson,,,,1840-09-02,M,rep,1887-12-05,1889-03-03,PA,24,,Republican,,,,,,,,,,
J000188,,,406083,,,,,James T. Johnston,15934,,,5003,Q251886,kg:/m/02rkggn,,James,Thomas,Johnston,,,,1839-01-19,M,rep,1885-12-07,1887-03-03,IN,8,,Republican,,,,,,,,,,
J000188,,,406083,,,,,James T. Johnston,15934,,,5003,Q251886,kg:/m/02rkggn,,James,Thomas,Johnston,,,,1839-01-19,M,rep,1887-12-05,1889-03-03,IN,8,,Republican,,,,,,,,,,
J000199,,,406094,,,,,Thomas D. Johnston,15948,,,5013,Q2423301,kg:/m/03b_z4p,,Thomas,Dillard,Johnston,,,,1840-04-01,M,rep,1885-12-07,1887-03-03,NC,9,,Democrat,,,,,,,,,,
J000199,,,406094,,,,,Thomas D. Johnston,15948,,,5013,Q2423301,kg:/m/03b_z4p,,Thomas,Dillard,Johnston,,,,1840-04-01,M,rep,1887-12-05,1889-03-03,NC,9,,Democrat,,,,,,,,,,
J000233,,,406126,,,,,James T. Jones,15986,,,5043,Q200617,kg:/m/02rk1w2,,James,Taylor,Jones,,,,1832-07-20,M,rep,1877-10-15,1879-03-03,AL,1,,Democrat,,,,,,,,,,
J000233,,,406126,,,,,James T. Jones,15986,,,5043,Q200617,kg:/m/02rk1w2,,James,Taylor,Jones,,,,1832-07-20,M,rep,1883-12-03,1885-03-03,AL,1,,Democrat,,,,,,,,,,
J000233,,,406126,,,,,James T. Jones,15986,,,5043,Q200617,kg:/m/02rk1w2,,James,Taylor,Jones,,,,1832-07-20,M,rep,1885-12-07,1887-03-03,AL,1,,Democrat,,,,,,,,,,
J000233,,,406126,,,,,James T. Jones,15986,,,5043,Q200617,kg:/m/02rk1w2,,James,Taylor,Jones,,,,1832-07-20,M,rep,1887-12-05,1889-03-03,AL,1,,Democrat,,,,,,,,,,
K000007,,,406181,,,,,Nicholas T. Kane,16082,,,5094,Q7026280,kg:/m/02ry1t2,,Nicholas,Thomas,Kane,,,,1846-09-12,M,rep,1887-12-05,1889-03-03,NY,19,,Democrat,,,,,,,,,,
L000016,,,406526,,,,,Polk Laffoon,16595,,,5398,Q2102072,kg:/m/02rjy3g,,Polk,,Laffoon,,,,1844-10-24,M,rep,1885-12-07,1887-03-03,KY,2,,Democrat,,,,,,,,,,
L000016,,,406526,,,,,Polk Laffoon,16595,,,5398,Q2102072,kg:/m/02rjy3g,,Polk,,Laffoon,,,,1844-10-24,M,rep,1887-12-05,1889-03-03,KY,2,,Democrat,,,,,,,,,,
L000048,,,406557,,,,,Silas Z. Landes,16643,,,5431,Q7514251,kg:/m/02rkcyj,,Silas,Zephaniah,Landes,,,,1842-05-15,M,rep,1885-12-07,1887-03-03,IL,16,,Democrat,,,,,,,,,,
L000048,,,406557,,,,,Silas Z. Landes,16643,,,5431,Q7514251,kg:/m/02rkcyj,,Silas,Zephaniah,Landes,,,,1842-05-15,M,rep,1887-12-05,1889-03-03,IL,16,,Democrat,,,,,,,,,,
L000109,,,406616,,,,,Louis C. Latham,16731,,,5489,Q1871565,kg:/m/03c0247,,Louis,Charles,Latham,,,,1840-09-11,M,rep,1881-12-05,1883-03-03,NC,1,,Democrat,,,,,,,,,,
L000109,,,406616,,,,,Louis C. Latham,16731,,,5489,Q1871565,kg:/m/03c0247,,Louis,Charles,Latham,,,,1840-09-11,M,rep,1887-12-05,1889-03-03,NC,1,,Democrat,,,,,,,,,,
L000423,,,406913,,,,,John Davis Long,17120,,,5762,Q745731,kg:/m/038mfd,,John,Davis,Long,,,,1838-10-27,M,rep,1883-12-03,1885-03-03,MA,2,,Republican,,,,,,,,,,
L000423,,,406913,,,,,John Davis Long,17120,,,5762,Q745731,kg:/m/038mfd,,John,Davis,Long,,,,1838-10-27,M,rep,1885-12-07,1887-03-03,MA,2,,Republican,,,,,,,,,,
L000423,,,406913,,,,,John Davis Long,17120,,,5762,Q745731,kg:/m/038mfd,,John,Davis,Long,,,,1838-10-27,M,rep,1887-12-05,1889-03-03,MA,2,,Republican,,,,,,,,,,
L000526,,,407010,,,,,Joseph Lyman,17250,,,5848,Q1277378,kg:/m/02pg16g,,Joseph,,Lyman,,,,1840-09-13,M,rep,1885-12-07,1887-03-03,IA,9,,Republican,,,,,,,,,,
L000526,,,407010,,,,,Joseph Lyman,17250,,,5848,Q1277378,kg:/m/02pg16g,,Joseph,,Lyman,,,,1840-09-13,M,rep,1887-12-05,1889-03-03,IA,9,,Republican,,,,,,,,,,
L000532,,,407016,,,,,John Lynch (Pennsylvania politician),17257,,,5854,Q13219689,kg:/m/0ksrpj,,John,,Lynch,,,,1843-11-01,M,rep,1887-12-05,1889-03-03,PA,12,,Democrat,,,,,,,,,,
M000003,,,407033,,,,,John L. MacDonald,17333,,,5871,Q1344733,kg:/m/0dqnck,,John,Lewis,MacDonald,,,,1838-02-22,M,rep,1887-12-05,1889-03-03,MN,3,,Democrat,,,,,,,,,,
M000044,,,407072,,,,,James T. Maffett,17382,,,5904,Q6144211,kg:/m/0kss4l,,James,Thompson,Maffett,,,,1837-02-02,M,rep,1887-12-05,1889-03-03,PA,25,,Republican,,,,,,,,,,
M000068,,,407096,,,,,Peter P. Mahoney,17413,,,5927,Q654740,kg:/m/08l3p1,,Peter,Paul,Mahoney,,,,1848-06-25,M,rep,1885-12-07,1887-03-03,NY,4,,Democrat,,,,,,,,,,
M000068,,,407096,,,,,Peter P. Mahoney,17413,,,5927,Q654740,kg:/m/08l3p1,,Peter,Paul,Mahoney,,,,1848-06-25,M,rep,1887-12-05,1889-03-03,NY,4,,Democrat,,,,,,,,,,
M000248,,,407266,,,,,Courtland C. Matson,17629,,,6081,Q1137815,kg:/m/02rkf9j,,Courtland,Cushing,Matson,,,,1841-04-25,M,rep,1881-12-05,1883-03-03,IN,5,,Democrat,,,,,,,,,,
M000248,,,407266,,,,,Courtland C. Matson,17629,,,6081,Q1137815,kg:/m/02rkf9j,,Courtland,Cushing,Matson,,,,1841-04-25,M,rep,1883-12-03,1885-03-03,IN,5,,Democrat,,,,,,,,,,
M000248,,,407266,,,,,Courtland C. Matson,17629,,,6081,Q1137815,kg:/m/02rkf9j,,Courtland,Cushing,Matson,,,,1841-04-25,M,rep,1885-12-07,1887-03-03,IN,5,,Democrat,,,,,,,,,,
M000248,,,407266,,,,,Courtland C. Matson,17629,,,6081,Q1137815,kg:/m/02rkf9j,,Courtland,Cushing,Matson,,,,1841-04-25,M,rep,1887-12-05,1889-03-03,IN,5,,Democrat,,,,,,,,,,
M000394,,,407395,,,,,Welty McCullogh,17817,,,6205,Q7982125,kg:/m/0ksryg,,Welty,,McCullogh,,,,1847-10-10,M,rep,1887-12-05,1889-03-03,PA,21,,Republican,,,,,,,,,,
M000601,,,407590,,,,,John A. McShane,18078,,,6383,Q1699070,kg:/m/0bk8cs,,John,Albert,McShane,,,,1850-08-25,M,rep,1887-12-05,1889-03-03,NE,1,,Democrat,,,,,,,,,,
M000658,,,407644,,,,,Truman A. Merriman,18145,,,6431,Q2119865,kg:/m/02rkxgm,,Truman,Adams,Merriman,,,,1839-09-05,M,rep,1885-12-07,1887-03-03,NY,11,,Ind. Democrat,,,,,,,,,,
M000658,,,407644,,,,,Truman A. Merriman,18145,,,6431,Q2119865,kg:/m/02rkxgm,,Truman,Adams,Merriman,,,,1839-09-05,M,rep,1887-12-05,1889-03-03,NY,11,,Democrat,,,,,,,,,,
M000837,,,407811,,,,,Seth C. Moffatt,18382,,,6580,Q2274724,kg:/m/02q664n,,Seth,Crittenden,Moffatt,,,,1841-08-10,M,rep,1885-12-07,1887-03-03,MI,11,,Republican,,,,,,,,,,
M000837,,,407811,,,,,Seth C. Moffatt,18382,,,6580,Q2274724,kg:/m/02q664n,,Seth,Crittenden,Moffatt,,,,1841-08-10,M,rep,1887-12-05,1889-03-03,MI,11,,Republican,,,,,,,,,,
M001012,,,407979,,,,,Leopold Morse,18594,,,6736,Q216750,kg:/m/0bz0xb,,Leopold,,Morse,,,,1831-08-15,M,rep,1877-10-15,1879-03-03,MA,4,,Democrat,,,,,,,,,,
M001012,,,407979,,,,,Leopold Morse,18594,,,6736,Q216750,kg:/m/0bz0xb,,Leopold,,Morse,,,,1831-08-15,M,rep,1879-03-18,1881-03-03,MA,4,,Democrat,,,,,,,,,,
M001012,,,407979,,,,,Leopold Morse,18594,,,6736,Q216750,kg:/m/0bz0xb,,Leopold,,Morse,,,,1831-08-15,M,rep,1881-12-05,1883-03-03,MA,4,,Democrat,,,,,,,,,,
M001012,,,407979,,,,,Leopold Morse,18594,,,6736,Q216750,kg:/m/0bz0xb,,Leopold,,Morse,,,,1831-08-15,M,rep,1883-12-03,1885-03-03,MA,5,,Democrat,,,,,,,,,,
M001012,,,407979,,,,,Leopold Morse,18594,,,6736,Q216750,kg:/m/0bz0xb,,Leopold,,Morse,,,,1831-08-15,M,rep,1887-12-05,1889-03-03,MA,3,,Democrat,,,,,,,,,,
N000013,,,408107,,,,,John R. Neal,18852,,,6849,Q647342,kg:/m/0dj1xc,,John,Randolph,Neal,,,,1836-11-26,M,rep,1885-12-07,1887-03-03,TN,3,,Democrat,,,,,,,,,,
N000013,,,408107,,,,,John R. Neal,18852,,,6849,Q647342,kg:/m/0dj1xc,,John,Randolph,Neal,,,,1836-11-26,M,rep,1887-12-05,1889-03-03,TN,3,,Democrat,,,,,,,,,,
N000074,,,408161,,,,,Cherubusco Newton,18927,,,6902,Q1070444,kg:/m/02rtmr7,,Cherubusco,,Newton,,,,1848-05-15,M,rep,1887-12-05,1889-03-03,LA,5,,Democrat,,,,,,,,,,
N000091,,,408176,,,,,John Nichols (politician),18945,,,6918,Q1701216,kg:/m/04fdq6,,John,,Nichols,,,,1834-11-14,M,rep,1887-12-05,1889-03-03,NC,4,,Independent,,,,,,,,,,
N000160,,,408241,,,,,Thomas M. Norwood,19033,,,6978,Q180232,kg:/m/0cr7yr,,Thomas,Manson,Norwood,,,,1830-04-26,M,sen,1871-03-04,1877-03-03,GA,,2,Democrat,,,,,,,,,,
N000160,,,408241,,,,,Thomas M. Norwood,19033,,,6978,Q180232,kg:/m/0cr7yr,,Thomas,Manson,Norwood,,,,1830-04-26,M,rep,1885-12-07,1887-03-03,GA,1,,Democrat,,,,,,,,,,
N000160,,,408241,,,,,Thomas M. Norwood,19033,,,6978,Q180232,kg:/m/0cr7yr,,Thomas,Manson,Norwood,,,,1830-04-26,M,rep,1887-12-05,1889-03-03,GA,1,,Democrat,,,,,,,,,,
P000010,,,408421,,,,,Algernon Paddock,,,,7148,Q365312,kg:/m/093mdt,,Algernon,Sidney,Paddock,,,,1830-11-09,M,sen,1875-12-06,1881-03-03,NE,,1,Republican,,,,,,,,,,
P000010,,,408421,,,,,Algernon Paddock,,,,7148,Q365312,kg:/m/093mdt,,Algernon,Sidney,Paddock,,,,1830-11-09,M,sen,1887-12-05,1893-03-03,NE,,1,Republican,,,,,,,,,,
P000053,,,408463,,,,,Abraham X. Parker,19342,,,7187,Q4669238,kg:/m/02rklvk,,Abraham,X.,Parker,,,,1831-11-14,M,rep,1881-12-05,1883-03-03,NY,19,,Republican,,,,,,,,,,
P000053,,,408463,,,,,Abraham X. Parker,19342,,,7187,Q4669238,kg:/m/02rklvk,,Abraham,X.,Parker,,,,1831-11-14,M,rep,1883-12-03,1885-03-03,NY,19,,Republican,,,,,,,,,,
P000053,,,408463,,,,,Abraham X. Parker,19342,,,7187,Q4669238,kg:/m/02rklvk,,Abraham,X.,Parker,,,,1831-11-14,M,rep,1885-12-07,1887-03-03,NY,22,,Republican,,,,,,,,,,
P000053,,,408463,,,,,Abraham X. Parker,19342,,,7187,Q4669238,kg:/m/02rklvk,,Abraham,X.,Parker,,,,1831-11-14,M,rep,1887-12-05,1889-03-03,NY,22,,Republican,,,,,,,,,,
P000138,,,408544,,,,,John Patton (Pennsylvania politician),19446,,,7262,Q6252149,kg:/m/03ks9g,,John,,Patton,,,,1823-01-06,M,rep,1861-07-04,1863-03-03,PA,24,,Republican,,,,,,,,,,
P000138,,,408544,,,,,John Patton (Pennsylvania politician),19446,,,7262,Q6252149,kg:/m/03ks9g,,John,,Patton,,,,1823-01-06,M,rep,1887-12-05,1889-03-03,PA,20,,Republican,,,,,,,,,,
P000302,,,408702,,,,,William Walter Phelps,19649,,,7407,Q2580976,kg:/m/07pb6k,,William,Walter,Phelps,,,,1839-08-24,M,rep,1873-12-01,1875-03-03,NJ,5,,Republican,,,,,,,,,,
P000302,,,408702,,,,,William Walter Phelps,19649,,,7407,Q2580976,kg:/m/07pb6k,,William,Walter,Phelps,,,,1839-08-24,M,rep,1883-12-03,1885-03-03,NJ,5,,Republican,,,,,,,,,,
P000302,,,408702,,,,,William Walter Phelps,19649,,,7407,Q2580976,kg:/m/07pb6k,,William,Walter,Phelps,,,,1839-08-24,M,rep,1885-12-07,1887-03-03,NJ,5,,Republican,,,,,,,,,,
P000302,,,408702,,,,,William Walter Phelps,19649,,,7407,Q2580976,kg:/m/07pb6k,,William,Walter,Phelps,,,,1839-08-24,M,rep,1887-12-05,1889-03-03,NJ,5,,Republican,,,,,,,,,,
P000331,,,408728,,,,,James N. Pidcock,19689,,,7433,Q1680876,kg:/m/02rz8vc,,James,Nelson,Pidcock,,,,1836-02-08,M,rep,1885-12-07,1887-03-03,NJ,4,,Democrat,,,,,,,,,,
P000331,,,408728,,,,,James N. Pidcock,19689,,,7433,Q1680876,kg:/m/02rz8vc,,James,Nelson,Pidcock,,,,1836-02-08,M,rep,1887-12-05,1889-03-03,NJ,4,,Democrat,,,,,,,,,,
P000390,,,408784,,,,,Ralph Plumb,19761,,,7490,Q2129744,kg:/m/02rkch2,,Ralph,,Plumb,,,,1816-03-29,M,rep,1885-12-07,1887-03-03,IL,8,,Republican,,,,,,,,,,
P000390,,,408784,,,,,Ralph Plumb,19761,,,7490,Q2129744,kg:/m/02rkch2,,Ralph,,Plumb,,,,1816-03-29,M,rep,1887-12-05,1889-03-03,IL,8,,Republican,,,,,,,,,,
P000451,,,408837,,,,,Francis B. Posey,19840,,,7542,Q1441376,kg:/m/058fw0,,Francis,Blackburn,Posey,,,,1848-04-28,M,rep,1887-12-05,1889-03-03,IN,1,,Republican,,,,,,,,,,
R000098,,,409078,,,,,John H. Reagan,20204,,,7769,Q953749,kg:/m/03r6tl,,John,Henninger,Reagan,,,,1818-10-08,M,rep,1857-12-07,1859-03-03,TX,1,,Democrat,,,,,,,,,,
R000098,,,409078,,,,,John H. Reagan,20204,,,7769,Q953749,kg:/m/03r6tl,,John,Henninger,Reagan,,,,1818-10-08,M,rep,1859-12-05,1861-03-03,TX,1,,Democrat,,,,,,,,,,
R000098,,,409078,,,,,John H. Reagan,20204,,,7769,Q953749,kg:/m/03r6tl,,John,Henninger,Reagan,,,,1818-10-08,M,rep,1875-12-06,1877-03-03,TX,1,,Democrat,,,,,,,,,,
R000098,,,409078,,,,,John H. Reagan,20204,,,7769,Q953749,kg:/m/03r6tl,,John,Henninger,Reagan,,,,1818-10-08,M,rep,1877-10-15,1879-03-03,TX,1,,Democrat,,,,,,,,,,
R000098,,,409078,,,,,John H. Reagan,20204,,,7769,Q953749,kg:/m/03r6tl,,John,Henninger,Reagan,,,,1818-10-08,M,rep,1879-03-18,1881-03-03,TX,1,,Democrat,,,,,,,,,,
R000098,,,409078,,,,,John H. Reagan,20204,,,7769,Q953749,kg:/m/03r6tl,,John,Henninger,Reagan,,,,1818-10-08,M,rep,1881-12-05,1883-03-03,TX,1,,Democrat,,,,,,,,,,
R000098,,,409078,,,,,John H. Reagan,20204,,,7769,Q953749,kg:/m/03r6tl,,John,Henninger,Reagan,,,,1818-10-08,M,rep,1883-12-03,1885-03-03,TX,2,,Democrat,,,,,,,,,,
R000098,,,409078,,,,,John H. Reagan,20204,,,7769,Q953749,kg:/m/03r6tl,,John,Henninger,Reagan,,,,1818-10-08,M,rep,1885-12-07,1887-03-03,TX,2,,Democrat,,,,,,,,,,
R000098,,,409078,,,,,John H. Reagan,20204,,,7769,Q953749,kg:/m/03r6tl,,John,Henninger,Reagan,,,,1818-10-08,M,sen,1887-12-05,1891-12-31,TX,,1,Democrat,,,,,,,,,,
R000196,,,409172,,,,,Edmund Rice (politician),20328,,,7852,Q1286771,kg:/m/065bbl,,Edmund,,Rice,,,,1819-02-14,M,rep,1887-12-05,1889-03-03,MN,4,,Democrat,,,,,,,,,,
R000321,,,409292,,,,,Edward White Robertson,20483,,,7961,Q1294079,kg:/m/02w43l2,,Edward,White,Robertson,,,,1823-06-13,M,rep,1877-10-15,1879-03-03,LA,6,,Democrat,,,,,,,,,,
R000321,,,409292,,,,,Edward White Robertson,20483,,,7961,Q1294079,kg:/m/02w43l2,,Edward,White,Robertson,,,,1823-06-13,M,rep,1879-03-18,1881-03-03,LA,6,,Democrat,,,,,,,,,,
R000321,,,409292,,,,,Edward White Robertson,20483,,,7961,Q1294079,kg:/m/02w43l2,,Edward,White,Robertson,,,,1823-06-13,M,rep,1881-12-05,1883-03-03,LA,6,,Democrat,,,,,,,,,,
